"","address","place","price","lon","lat"
"4184","2111 WISCONSIN AVE NW  Unit: 301","OBSERVATORY CIRCLE",350010,0,0
"4185","2111 WISCONSIN AVE NW  Unit: 302","OBSERVATORY CIRCLE",318330,0,0
"4186","2111 WISCONSIN AVE NW  Unit: 303","OBSERVATORY CIRCLE",489200,0,0
"4187","2111 WISCONSIN AVE NW  Unit: 304","OBSERVATORY CIRCLE",323150,0,0
"4188","2111 WISCONSIN AVE NW  Unit: 305","OBSERVATORY CIRCLE",500770,0,0
"4189","2111 WISCONSIN AVE NW  Unit: 306","OBSERVATORY CIRCLE",335990,0,0
"4190","2111 WISCONSIN AVE NW  Unit: 307","OBSERVATORY CIRCLE",513740,0,0
"4191","2111 WISCONSIN AVE NW  Unit: 308","OBSERVATORY CIRCLE",323490,0,0
"4192","2111 WISCONSIN AVE NW  Unit: 309","OBSERVATORY CIRCLE",572920,0,0
"4193","2111 WISCONSIN AVE NW  Unit: 310","OBSERVATORY CIRCLE",368400,0,0
"4194","2111 WISCONSIN AVE NW  Unit: 311","OBSERVATORY CIRCLE",570860,0,0
"4195","2111 WISCONSIN AVE NW  Unit: 312","OBSERVATORY CIRCLE",238540,0,0
"4196","2111 WISCONSIN AVE NW  Unit: 313","OBSERVATORY CIRCLE",477640,0,0
"4197","2111 WISCONSIN AVE NW  Unit: 314","OBSERVATORY CIRCLE",246050,0,0
"4198","2111 WISCONSIN AVE NW  Unit: 315","OBSERVATORY CIRCLE",245820,0,0
"4199","2111 WISCONSIN AVE NW  Unit: 316","OBSERVATORY CIRCLE",351800,0,0
"4200","1343 - 1371 1ST ST SW","OLD CITY I",3323310,0,0
"4201","SW","OLD CITY I",1026010,0,0
"4202","1344 - 1374 CANAL ST SW","OLD CITY I",3385050,0,0
"4203","1327 - 1341 1ST ST SW","OLD CITY I",2150810,0,0
"4204","1313 - 1325 1ST ST SW","OLD CITY I",1733360,0,0
"4205","0100 - 0106 N ST SW","OLD CITY I",1092340,0,0
"4206","0113 O ST SW","OLD CITY I",307240,0,0
"4207","0115 O ST SW","OLD CITY I",308020,0,0
"4208","0109 O ST SW","OLD CITY I",308020,0,0
"4209","0111 O ST SW","OLD CITY I",307240,0,0
"4210","O ST SW","OLD CITY I",48480,0,0
"4211","101 P ST SW","OLD CITY I",318800,0,0
"4212","103 P ST SW","OLD CITY I",282890,0,0
"4213","105 P ST SW","OLD CITY I",307170,0,0
"4214","107 P ST SW","OLD CITY I",334050,0,0
"4215","109 P ST SW","OLD CITY I",310120,0,0
"4216","111 P ST SW","OLD CITY I",358810,0,0
"4217","113 P ST SW","OLD CITY I",353750,0,0
"4218","120 O ST SW","OLD CITY I",331010,0,0
"4219","118 O ST SW","OLD CITY I",363970,0,0
"4220","116 O ST SW","OLD CITY I",323350,0,0
"4221","110 O ST SW","OLD CITY I",305310,0,0
"4222","108 O ST SW","OLD CITY I",304530,0,0
"4223","106 O ST SW","OLD CITY I",315990,0,0
"4224","104 O ST SW","OLD CITY I",306730,0,0
"4225","102 O ST SW","OLD CITY I",306030,0,0
"4226","100 O ST SW","OLD CITY I",318640,0,0
"4227","114 O ST SW","OLD CITY I",435600,0,0
"4228","0115 P ST SW","OLD CITY I",345780,0,0
"4229","0117 P ST SW","OLD CITY I",339070,0,0
"4230","0119 P ST SW","OLD CITY I",339070,0,0
"4231","121 P ST SW","OLD CITY I",350190,0,0
"4232","1400 CANAL ST SW","OLD CITY I",461330,0,0
"4233","128 O ST SW","OLD CITY I",303300,0,0
"4234","126 O ST SW","OLD CITY I",398230,0,0
"4235","124 O ST SW","OLD CITY I",375080,0,0
"4236","122 O ST SW","OLD CITY I",337050,0,0
"4237","1420 CANAL ST SW","OLD CITY I",2255000,0,0
"4238","1410 - 1414 CANAL ST SW","OLD CITY I",2762000,0,0
"4239","1425 1ST ST SW","OLD CITY I",1730200,0,0
"4240","0112 O ST SW","OLD CITY I",305290,0,0
"4241","CANAL ST SW","OLD CITY I",3191370,0,0
"4242","1501 1ST ST SW","OLD CITY I",304480,0,0
"4243","1503 1ST ST SW","OLD CITY I",382530,0,0
"4244","1505 1ST ST SW","OLD CITY I",385810,0,0
"4245","1507 1ST ST SW","OLD CITY I",408650,0,0
"4246","1509 1ST ST SW","OLD CITY I",364330,0,0
"4247","1511 1ST ST SW","OLD CITY I",373040,0,0
"4248","1513 1ST ST SW","OLD CITY I",363170,0,0
"4249","1515 1ST ST SW","OLD CITY I",363170,0,0
"4250","1517 1ST ST SW","OLD CITY I",363170,0,0
"4251","1519 1ST ST SW","OLD CITY I",352190,0,0
"4252","1521 1ST ST SW","OLD CITY I",320940,0,0
"4253","1523 1ST ST SW","OLD CITY I",319790,0,0
"4254","1525 1ST ST SW","OLD CITY I",321300,0,0
"4255","1542 2ND ST SW","OLD CITY I",336340,0,0
"4256","1540 2ND ST SW","OLD CITY I",310810,0,0
"4257","1538 2ND ST SW","OLD CITY I",385690,0,0
"4258","1536 2ND ST SW","OLD CITY I",359030,0,0
"4259","1534 2ND ST SW","OLD CITY I",334380,0,0
"4260","1532 2ND ST SW","OLD CITY I",334020,0,0
"4261","1530 2ND ST SW","OLD CITY I",309050,0,0
"4262","1528 2ND ST SW","OLD CITY I",305100,0,0
"4263","1526 2ND ST SW","OLD CITY I",308400,0,0
"4264","1524 2ND ST SW","OLD CITY I",371550,0,0
"4265","1529 1ST ST SW","OLD CITY I",388880,0,0
"4266","1531 1ST ST SW","OLD CITY I",321290,0,0
"4267","1533 1ST ST SW","OLD CITY I",373790,0,0
"4268","1535 1ST ST SW","OLD CITY I",356440,0,0
"4269","1537 1ST ST SW","OLD CITY I",330130,0,0
"4270","1539 1ST ST SW","OLD CITY I",337690,0,0
"4271","1541 1ST ST SW","OLD CITY I",321830,0,0
"4272","1543 1ST ST SW","OLD CITY I",386660,0,0
"4273","1545 1ST ST SW","OLD CITY I",390940,0,0
"4274","1547 1ST ST SW","OLD CITY I",391580,0,0
"4275","1500 - 1520 2ND ST SW","OLD CITY I",7016130,0,0
"4276","129 Q ST SW","OLD CITY I",7484520,0,0
"4277","0116 P ST SW","OLD CITY I",308550,0,0
"4278","0114 P ST SW","OLD CITY I",308210,0,0
"4279","0112 P ST SW","OLD CITY I",320420,0,0
"4280","0110 P ST SW","OLD CITY I",338070,0,0
"4281","0118 P ST SW","OLD CITY I",309350,0,0
"4282","2ND ST SW","OLD CITY I",85425040,0,0
"4283","2ND ST SW","OLD CITY I",5512320,0,0
"4284","0156 Q ST SW","OLD CITY I",637150,0,0
"4285","1620  2ND ST SW","OLD CITY I",20185970,0,0
"4286","0131-0133  R ST SW","OLD CITY I",2646790,0,0
"4287","R ST SW","OLD CITY I",1010380,0,0
"4288","1714 2ND ST SW","OLD CITY I",6284940,0,0
"4289","1711 1ST ST SW","OLD CITY I",10258260,0,0
"4290","1825 2ND ST SW","OLD CITY I",2349060,0,0
"4291","CANAL ST SW","OLD CITY I",2342940,0,0
"4292","CANAL ST SW","OLD CITY I",992250,0,0
"4293","CANAL ST SW","OLD CITY I",992250,0,0
"4294","CANAL ST SW","OLD CITY I",1400180,0,0
"4295","S ST SW","OLD CITY I",1686830,0,0
"4296","2ND ST SW","OLD CITY I",2348080,0,0
"4297","2ND ST SW","OLD CITY I",1764000,0,0
"4298","2ND ST SW","OLD CITY I",2348080,0,0
"4299","CANAL ST SW","OLD CITY I",700210,0,0
"4300","1716 21ST ST NW","OLD CITY II",1540590,0,0
"4301","1708 21ST ST NW","OLD CITY II",1302760,0,0
"4302","1706 21ST ST NW","OLD CITY II",1244510,0,0
"4303","2122 FLORIDA AVE NW","OLD CITY II",684210,0,0
"4304","2120 FLORIDA AVE NW","OLD CITY II",658380,0,0
"4305","2124 FLORIDA AVE NW","OLD CITY II",543000,0,0
"4306","2126 FLORIDA AVE NW","OLD CITY II",627230,0,0
"4307","1726 21ST ST NW","OLD CITY II",1642350,0,0
"4308","1728 21ST ST NW","OLD CITY II",1411690,0,0
"4309","1722 21ST ST NW","OLD CITY II",1369040,0,0
"4310","1720 21ST ST NW","OLD CITY II",1316990,0,0
"4311","2105 R ST NW","OLD CITY II",1619770,0,0
"4312","2103 R ST NW","OLD CITY II",1679140,0,0
"4313","2101 R ST NW","OLD CITY II",1413340,0,0
"4314","2128 - 2138 FLORIDA AVE NW","OLD CITY II",1665450,0,0
"4315","1732 21ST ST NW","OLD CITY II",690920,0,0
"4316","1730 21ST ST NW","OLD CITY II",1042850,0,0
"4317","1724 21ST ST NW","OLD CITY II",1350040,0,0
"4318","1712 21ST ST NW","OLD CITY II",1384210,0,0
"4319","1718 21ST ST NW Unit: 1","OLD CITY II",1011600,0,0
"4320","1718 21ST ST NW Unit: 2","OLD CITY II",281630,0,0
"4321","2118 FLORIDA AV NW Unit: 3","OLD CITY II",403850,0,0
"4322","2158 FLORIDA AV NW","OLD CITY II",1698360,0,0
"4323","2112 R ST NW","OLD CITY II",956670,0,0
"4324","2110 R ST NW","OLD CITY II",1312300,0,0
"4325","2108 R ST NW","OLD CITY II",1999070,0,0
"4326","2106 R ST NW","OLD CITY II",981850,0,0
"4327","1628 21ST ST NW","OLD CITY II",5219460,0,0
"4328","2148 FLORIDA AVE NW","OLD CITY II",1191070,0,0
"4329","1622 - 1624 21ST ST NW","OLD CITY II",4359800,0,0
"4330","2121 MASSACHUSETTS AV NW","OLD CITY II",16446970,0,0
"4331","1600 21ST ST NW","OLD CITY II",23370300,0,0
"4332","2150 FLORIDA AV NW","OLD CITY II",1109650,0,0
"4333","2146 FLORIDA AV NW","OLD CITY II",1026430,0,0
"4334","0009 HILLYER CT NW","OLD CITY II",2378520,0,0
"4335","2154 FLORIDA AV NW","OLD CITY II",1691660,0,0
"4336","2152 FLORIDA AV NW","OLD CITY II",1066470,0,0
"4337","2111 Q ST NW","OLD CITY II",6974470,0,0
"4338","2107 Q ST NW","OLD CITY II",6971670,0,0
"4339","2156 FLORIDA AV NW","OLD CITY II",64000,0,0
"4340","1640 21ST ST NW  Unit: 1","OLD CITY II",805730,0,0
"4341","1640 21ST ST NW  Unit: 2","OLD CITY II",833340,0,0
"4342","1642 21ST ST NW Unit: 1","OLD CITY II",1129620,0,0
"4343","1648 21ST ST NW  Unit: 2","OLD CITY II",1177410,0,0
"4344","2100 R ST NW Unit: 3","OLD CITY II",1076220,0,0
"4345","2102 R ST NW Unit: 4","OLD CITY II",1640340,0,0
"4346","2104 R ST NW Unit: 5","OLD CITY II",1425770,0,0
"4347","1644 21ST ST NW Unit: B1","OLD CITY II",303370,0,0
"4348","1646 21ST ST NW Unit: 2","OLD CITY II",375700,0,0
"4349","2100 R ST NW Unit: B3","OLD CITY II",282670,0,0
"4350","11 HILLYER CT NW  Unit: 5","OLD CITY II",269410,0,0
"4351","1642 21ST ST NW Unit: P2","OLD CITY II",35000,0,0
"4352","1642 21ST ST NW Unit: P2","OLD CITY II",35000,0,0
"4353","1642 21ST ST NW Unit: P3","OLD CITY II",35000,0,0
"4354","1642 21ST ST NW Unit: 4","OLD CITY II",35000,0,0
"4355","1642 21ST ST NW Unit: 5","OLD CITY II",56000,0,0
"4356","MASSACHUSETTS AV NW","OLD CITY II",1739640,0,0
"4357","1803 CONNECTICUT AVE NW","OLD CITY II",2939650,0,0
"4358","2020 FLORIDA AVE NW","OLD CITY II",1057030,0,0
"4359","2018 FLORIDA AVE NW","OLD CITY II",1069780,0,0
"4360","2017 S ST NW","OLD CITY II",6532550,0,0
"4361","2001 S ST NW","OLD CITY II",16085400,0,0
"4362","2000 FLORIDA AVE NW","OLD CITY II",19039630,0,0
"4363","S ST NW","OLD CITY II",17160,0,0
"4364","2022 FLORIDA AVE NW","OLD CITY II",3370080,0,0
"4365","2011 S ST NW","OLD CITY II",1415380,0,0
"4366","1739 CONNECTICUT AVE NW","OLD CITY II",2639240,0,0
"4367","1741 CONNECTICUT AVE NW","OLD CITY II",3119100,0,0
"4368","1728 20TH ST NW","OLD CITY II",1152260,0,0
"4369","1726 20TH ST NW","OLD CITY II",976120,0,0
"4370","1724 20TH ST NW","OLD CITY II",1304230,0,0
"4371","1733 CONNECTICUT AVE NW","OLD CITY II",2510780,0,0
"4372","1735 CONNECTICUT AVE NW","OLD CITY II",1860250,0,0
"4373","1727 CONNECTICUT AVE NW","OLD CITY II",1730280,0,0
"4374","1729 - 1731 CONNECTICUT AV NW","OLD CITY II",5138400,0,0
"4375","1721 CONNECTICUT AV NW","OLD CITY II",1834470,0,0
"4376","1723 CONNECTICUT AV NW","OLD CITY II",2647740,0,0
"4377","1734 - 1740 20TH ST NW","OLD CITY II",3870270,0,0
"4378","1745 CONNECTICUT AV NW","OLD CITY II",6238210,0,0
"4379","1701 - 1719 CONNECTICUT AV NW","OLD CITY II",5434750,0,0
"4380","1737 CONNECTICUT AV","OLD CITY II",549100,0,0
"4381","1737 CONNECTICUT AV","OLD CITY II",1221230,0,0
"4382","1737 CONNECTICUT AV","OLD CITY II",1105720,0,0
"4383","1737 CONNECTICUT AV","OLD CITY II",3032730,0,0
"4384","1737 CONNECTICUT AV","OLD CITY II",468340,0,0
"4385","1709 21ST ST NW","OLD CITY II",2559950,0,0
"4386","1723 21ST ST NW","OLD CITY II",1361040,0,0
"4387","1725 21ST ST NW","OLD CITY II",1188670,0,0
"4388","1727 21ST ST NW","OLD CITY II",1259520,0,0
"4389","1738 CONNECTICUT AVE NW","OLD CITY II",2119880,0,0
"4390","1726 CONNECTICUT AVE NW","OLD CITY II",2716360,0,0
"4391","1714 CONNECTICUT AVE NW","OLD CITY II",2673010,0,0
"4392","1712 CONNECTICUT AVE NW","OLD CITY II",2393470,0,0
"4393","1703 21ST ST NW","OLD CITY II",1378890,0,0
"4394","1705 21ST ST NW","OLD CITY II",1264400,0,0
"4395","1707 21ST ST NW","OLD CITY II",1206070,0,0
"4396","1734 CONNECTICUT AVE NW","OLD CITY II",1822440,0,0
"4397","1732 CONNECTICUT AVE NW","OLD CITY II",2344870,0,0
"4398","2040 S ST NW","OLD CITY II",5996400,0,0
"4399","1731 21ST ST NW","OLD CITY II",1764600,0,0
"4400","4418 MACARTHUR BLVD NW","PALISADES",1294170,0,0
"4401","4434 MACARTHUR BLVD NW","PALISADES",2749000,0,0
"4402","4464 MACARTHUR BLVD NW","PALISADES",1143690,0,0
"4403","4462 MACARTHUR BLVD NW","PALISADES",1014130,0,0
"4404","4598 LAVEROCK PL NW","PALISADES",1438190,0,0
"4405","CLARK PL NW","PALISADES",468750,0,0
"4406","4380 MACARTHUR BLVD NW","PALISADES",2870850,0,0
"4407","CLARK PL NW","PALISADES",463000,0,0
"4408","4540 MACARTHUR BLVD NW","PALISADES",8486540,0,0
"4409","4520 MACARTHUR BLVD NW","PALISADES",5767890,0,0
"4410","4512 MACARTHUR BLVD NW","PALISADES",901720,0,0
"4411","4504 MACARTHUR BLVD NW","PALISADES",898890,0,0
"4412","4500 MACARTHUR BLVD NW","PALISADES",905970,0,0
"4413","4486 MACARTHUR BLVD NW","PALISADES",900310,0,0
"4414","4482 MACARTHUR BLVD NW","PALISADES",863920,0,0
"4415","4478 MACARTHUR BLVD NW","PALISADES",915690,0,0
"4416","4474 MACARTHUR BLVD NW","PALISADES",871520,0,0
"4417","MACARTHUR BLVD NW","PALISADES",3410,0,0
"4418","LINGAN RD NW","PALISADES",480,0,0
"4419","4434 LINGAN RD NW","PALISADES",703320,0,0
"4420","4432 LINGAN RD NW","PALISADES",671030,0,0
"4421","4430 LINGAN RD NW","PALISADES",668270,0,0
"4422","4428 LINGAN RD NW","PALISADES",744850,0,0
"4423","4426 LINGAN RD NW","PALISADES",741580,0,0
"4424","4424 LINGAN RD NW","PALISADES",654150,0,0
"4425","4422 LINGAN RD NW","PALISADES",684010,0,0
"4426","4420 LINGAN RD NW","PALISADES",723410,0,0
"4427","4418 LINGAN RD NW","PALISADES",664980,0,0
"4428","4416 LINGAN RD NW","PALISADES",663150,0,0
"4429","4414 LINGAN RD NW","PALISADES",666020,0,0
"4430","4412 LINGAN RD NW","PALISADES",708210,0,0
"4431","4410 LINGAN RD NW","PALISADES",751550,0,0
"4432","LINGAN RD NW","PALISADES",1000,0,0
"4433","MACARTHUR BLVD NW","PALISADES",2640670,0,0
"4434","4530 MACARTHUR BLVD NW","PALISADES",19396370,0,0
"4435","4600 LAVEROCK PL NW","PALISADES",1183840,0,0
"4436","4602 LAVEROCK PL NW","PALISADES",1230560,0,0
"4437","4604 LAVEROCK PL NW","PALISADES",1299130,0,0
"4438","4606 LAVEROCK PL NW","PALISADES",1265540,0,0
"4439","4608 LAVEROCK PL NW","PALISADES",1460040,0,0
"4440","4607 LAVEROCK PL NW","PALISADES",233710,0,0
"4441","4605 LAVEROCK PL NW","PALISADES",283180,0,0
"4442","4610 LAVEROCK PL NW","PALISADES",1671480,0,0
"4443","4612 LAVEROCK PL NW","PALISADES",1757150,0,0
"4444","4614 LAVEROCK PL NW","PALISADES",1784600,0,0
"4445","4616 LAVEROCK PL NW","PALISADES",1735180,0,0
"4446","4618 LAVEROCK PL NW","PALISADES",1725340,0,0
"4447","4620 LAVEROCK PL NW","PALISADES",2087160,0,0
"4448","4622 LAVEROCK PL NW","PALISADES",1861700,0,0
"4449","4624 LAVEROCK PL NW","PALISADES",2060350,0,0
"4450","4623 LAVEROCK PL NW","PALISADES",1794290,0,0
"4451","4621 LAVEROCK PL NW","PALISADES",1772550,0,0
"4452","4619 LAVEROCK PL NW","PALISADES",1870800,0,0
"4453","4617 LAVEROCK PL NW","PALISADES",1814600,0,0
"4454","4615 LAVEROCK PL NW","PALISADES",1883190,0,0
"4455","4611 LAVEROCK PL NW","PALISADES",1855550,0,0
"4456","4609 LAVEROCK PL NW","PALISADES",236990,0,0
"4457","LAVEROCK PL NW","PALISADES",8270,0,0
"4458","LAVEROCK PL NW","PALISADES",12120,0,0
"4459","LAVEROCK PL NW","PALISADES",15140,0,0
"4460","LAVEROCK PL NW","PALISADES",14880,0,0
"4461","LAVEROCK PL NW","PALISADES",1000,0,0
"4462","4520  WESTHALL DR NW","PALISADES",1874860,0,0
"4463","4522  WESTHALL DR NW","PALISADES",2107750,0,0
"4464","4544 WESTHALL DR NW","PALISADES",1550410,0,0
"4465","4542 WESTHALL DR NW","PALISADES",1386150,0,0
"4466","4540 WESTHALL DR NW","PALISADES",1349030,0,0
"4467","4538 WESTHALL DR NW","PALISADES",1361490,0,0
"4468","4536 WESTHALL DR NW","PALISADES",1490870,0,0
"4469","4534 WESTHALL DR NW","PALISADES",1451180,0,0
"4470","4532 WESTHALL DR NW","PALISADES",1364530,0,0
"4471","4530 WESTHALL DR NW","PALISADES",1364530,0,0
"4472","4528 WESTHALL DR NW","PALISADES",1398540,0,0
"4473","4526 WESTHALL DR NW","PALISADES",1899790,0,0
"4474","4524 WESTHALL DR NW","PALISADES",1927420,0,0
"4475","1401 RIDGEVIEW WAY NW","PALISADES",1748830,0,0
"4476","1403 RIDGEVIEW WAY NW","PALISADES",1652850,0,0
"4477","1405 RIDGEVIEW WAY NW","PALISADES",1507390,0,0
"4478","1407 RIDGEVIEW WAY NW","PALISADES",1786850,0,0
"4479","1409 RIDGEVIEW WAY NW","PALISADES",1773490,0,0
"4480","1411 RIDGEVIEW WAY NW","PALISADES",1750480,0,0
"4481","1413 RIDGEVIEW WAY NW","PALISADES",1842940,0,0
"4482","4452 MACARTHUR BLVD NW","PALISADES",1163700,0,0
"4483","4452 MACARTHUR BLVD1/2 NW","PALISADES",1034890,0,0
"4484","4454 MACARTHUR BLVD NW","PALISADES",1032840,0,0
"4485","4454 MACARTHUR BLVD1/2 NW","PALISADES",391850,0,0
"4486","4456 MACARTHUR BLVD NW","PALISADES",1034890,0,0
"4487","4458 MACARTHUR BLVD NW","PALISADES",1041180,0,0
"4488","4458 MACARTHUR BLVD1/2 NW","PALISADES",402810,0,0
"4489","4460 MACARTHUR BLVD NW","PALISADES",1164890,0,0
"4490","4543 WESTHALL DR NW","PALISADES",1221550,0,0
"4491","4541 WESTHALL DR NW","PALISADES",1032300,0,0
"4492","4539 WESTHALL DR NW","PALISADES",1191530,0,0
"4493","4537 WESTHALL DR NW","PALISADES",1163020,0,0
"4494","4535 WESTHALL DR NW","PALISADES",1042690,0,0
"4495","4533 WESTHALL DR NW","PALISADES",1009420,0,0
"4496","4531 WESTHALL DR NW","PALISADES",1009420,0,0
"4497","4529 WESTHALL DR NW","PALISADES",1153270,0,0
"4498","WESTHALL DR NW","PALISADES",1000,0,0
"4499","4400 MACARTHUR BLVD NW Unit: 100","PALISADES",519160,0,0
"4500","5801 GEORGIA AV NW","PETWORTH",36529880,0,0
"4501","5831 GEORGIA AVE NW","PETWORTH",247340,0,0
"4502","5700 8TH ST NW","PETWORTH",583070,0,0
"4503","811 MADISON ST NW","PETWORTH",388610,0,0
"4504","813 MADISON ST NW","PETWORTH",391820,0,0
"4505","815 MADISON ST NW","PETWORTH",377100,0,0
"4506","817 MADISON ST NW","PETWORTH",400120,0,0
"4507","819 MADISON ST NW","PETWORTH",395410,0,0
"4508","821 MADISON ST NW","PETWORTH",571500,0,0
"4509","823 MADISON ST NW","PETWORTH",407380,0,0
"4510","825 MADISON ST NW","PETWORTH",388620,0,0
"4511","827 MADISON ST NW","PETWORTH",380740,0,0
"4512","5701 9TH ST NW","PETWORTH",451860,0,0
"4513","5703 9TH ST NW","PETWORTH",443990,0,0
"4514","5705 9TH ST NW","PETWORTH",427260,0,0
"4515","5707 9TH ST NW","PETWORTH",431440,0,0
"4516","5709 9TH ST NW","PETWORTH",426180,0,0
"4517","5711 9TH ST NW","PETWORTH",443170,0,0
"4518","5713 9TH ST NW","PETWORTH",437890,0,0
"4519","5715 9TH ST NW","PETWORTH",430930,0,0
"4520","5717 9TH ST NW","PETWORTH",414700,0,0
"4521","5719 9TH ST NW","PETWORTH",436910,0,0
"4522","5720 8TH ST NW","PETWORTH",417620,0,0
"4523","5718 8TH ST NW","PETWORTH",635420,0,0
"4524","5716 8TH ST NW","PETWORTH",474380,0,0
"4525","5714 8TH ST NW","PETWORTH",421940,0,0
"4526","5712 8TH ST NW","PETWORTH",375320,0,0
"4527","5710 8TH ST NW","PETWORTH",422840,0,0
"4528","5708 8TH ST NW","PETWORTH",377010,0,0
"4529","5706 8TH ST NW","PETWORTH",397190,0,0
"4530","5704 8TH ST NW","PETWORTH",382070,0,0
"4531","5702 8TH ST NW","PETWORTH",387020,0,0
"4532","813 MARIETTA PL NW","PETWORTH",365650,0,0
"4533","815 MARIETTA PL NW","PETWORTH",355680,0,0
"4534","817 MARIETTA PL NW","PETWORTH",371720,0,0
"4535","819 MARIETTA PL NW","PETWORTH",357970,0,0
"4536","821 MARIETTA PL NW","PETWORTH",366690,0,0
"4537","823 MARIETTA PL NW","PETWORTH",380470,0,0
"4538","825 MARIETTA PL NW","PETWORTH",382240,0,0
"4539","827 MARIETTA PL NW","PETWORTH",380250,0,0
"4540","829 MARIETTA PL NW","PETWORTH",373210,0,0
"4541","831 MARIETTA PL NW","PETWORTH",594760,0,0
"4542","826 MARIETTA PL NW","PETWORTH",370830,0,0
"4543","824 MARIETTA PL NW","PETWORTH",379360,0,0
"4544","822 MARIETTA PL NW","PETWORTH",361400,0,0
"4545","820 MARIETTA PL NW","PETWORTH",403880,0,0
"4546","818 MARIETTA PL NW","PETWORTH",596850,0,0
"4547","816 MARIETTA PL NW","PETWORTH",381000,0,0
"4548","814 MARIETTA PL NW","PETWORTH",373170,0,0
"4549","812 MARIETTA PL NW","PETWORTH",396170,0,0
"4550","810 MARIETTA PL NW","PETWORTH",361800,0,0
"4551","808 MARIETTA PL NW","PETWORTH",524240,0,0
"4552","5721 9TH ST NW","PETWORTH",428780,0,0
"4553","5723 9TH ST NW","PETWORTH",450540,0,0
"4554","5725 9TH ST NW","PETWORTH",381160,0,0
"4555","5727 9TH ST NW","PETWORTH",384210,0,0
"4556","5729 9TH ST NW","PETWORTH",394250,0,0
"4557","5731 9TH ST NW","PETWORTH",395840,0,0
"4558","5733 9TH ST NW","PETWORTH",381300,0,0
"4559","5735 9TH ST NW","PETWORTH",394570,0,0
"4560","5737 9TH ST NW","PETWORTH",614140,0,0
"4561","5739 9TH ST NW","PETWORTH",374930,0,0
"4562","5741 9TH ST NW","PETWORTH",377560,0,0
"4563","5743 9TH ST NW","PETWORTH",364790,0,0
"4564","5745 9TH ST NW","PETWORTH",368820,0,0
"4565","838 MISSOURI AVE NW","PETWORTH",430450,0,0
"4566","833 MARIETTA PL NW","PETWORTH",373280,0,0
"4567","834 MISSOURI AVE NW","PETWORTH",394080,0,0
"4568","832 MISSOURI AVE NW","PETWORTH",358210,0,0
"4569","830 MISSOURI AVE NW","PETWORTH",591030,0,0
"4570","828 MISSOURI AVE NW","PETWORTH",453060,0,0
"4571","826 MISSOURI AVE NW","PETWORTH",366610,0,0
"4572","824 MISSOURI AVE NW","PETWORTH",382940,0,0
"4573","822 MISSOURI AVE NW","PETWORTH",403300,0,0
"4574","820 MISSOURI AVE NW","PETWORTH",360110,0,0
"4575","818 MISSOURI AVE NW","PETWORTH",387090,0,0
"4576","816 MISSOURI AVE NW","PETWORTH",369790,0,0
"4577","814 MISSOURI AVE NW","PETWORTH",371310,0,0
"4578","812 MISSOURI AVE NW","PETWORTH",365430,0,0
"4579","810 MISSOURI AVE NW","PETWORTH",440740,0,0
"4580","5730 8TH ST NW","PETWORTH",604260,0,0
"4581","5728 8TH ST NW","PETWORTH",392030,0,0
"4582","5726 8TH ST NW","PETWORTH",396520,0,0
"4583","5724 8TH ST NW","PETWORTH",369470,0,0
"4584","5722 8TH ST NW","PETWORTH",671660,0,0
"4585","811 MARIETTA PL NW","PETWORTH",544370,0,0
"4586","801 LONGFELLOW ST NW","PETWORTH",383640,0,0
"4587","803 LONGFELLOW ST NW","PETWORTH",349930,0,0
"4588","805 LONGFELLOW ST NW","PETWORTH",379710,0,0
"4589","807 LONGFELLOW ST NW","PETWORTH",452610,0,0
"4590","809 LONGFELLOW ST NW","PETWORTH",584180,0,0
"4591","811 LONGFELLOW ST NW","PETWORTH",392070,0,0
"4592","813 LONGFELLOW ST NW","PETWORTH",405270,0,0
"4593","815 LONGFELLOW ST NW","PETWORTH",405790,0,0
"4594","817 LONGFELLOW ST NW","PETWORTH",373490,0,0
"4595","819 LONGFELLOW ST NW","PETWORTH",373890,0,0
"4596","821 LONGFELLOW ST NW","PETWORTH",353790,0,0
"4597","823 LONGFELLOW ST NW","PETWORTH",354070,0,0
"4598","825 LONGFELLOW ST NW","PETWORTH",369630,0,0
"4599","827 LONGFELLOW ST NW","PETWORTH",343790,0,0
"4600","0020 P ST NE","R.L.A. NE",864410,0,0
"4601","8 P ST NE","R.L.A. NE",1221220,0,0
"4602","1519 NORTH CAPITOL ST NE","R.L.A. NE",535340,0,0
"4603","28 P ST NE","R.L.A. NE",343360,0,0
"4604","26 P ST NE","R.L.A. NE",1328590,0,0
"4605","0024 P ST NE","R.L.A. NE",535390,0,0
"4606","0022 P ST NE","R.L.A. NE",671020,0,0
"4607","FLORIDA AV NE","R.L.A. NE",516970,0,0
"4608","25 FLORIDA AVE NE","R.L.A. NE",493950,0,0
"4609","0027 FLORIDA AV NE","R.L.A. NE",345740,0,0
"4610","29 FLORIDA AVE NE","R.L.A. NE",345740,0,0
"4611","31 FLORIDA AVE NE","R.L.A. NE",496580,0,0
"4612","33 FLORIDA AVE NE","R.L.A. NE",283370,0,0
"4613","14 P ST NE","R.L.A. NE",506170,0,0
"4614","12 P ST NE","R.L.A. NE",561400,0,0
"4615","10 P ST NE","R.L.A. NE",585610,0,0
"4616","1509 NORTH CAPITOL ST NE","R.L.A. NE",931900,0,0
"4617","34 P ST NE","R.L.A. NE",233110,0,0
"4618","32 P ST NE","R.L.A. NE",253890,0,0
